Indicador;Situación profesional y tipo de jornada;periodo;Total
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2015-1T hasta 2015-4T;80,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2014-4T hasta 2015-3T;83,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2014-3T hasta 2015-2T;83,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2014-2T hasta 2015-1T;85,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2014-1T hasta 2014-4T;84,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2013-4T hasta 2014-3T;81,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2013-3T hasta 2014-2T;77,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2013-2T hasta 2014-1T;75,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2013-1T hasta 2013-4T;73,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2012-4T hasta 2013-3T;70,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2012-3T hasta 2013-2T;71,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2012-2T hasta 2013-1T;68,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2012-1T hasta 2012-4T;66,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2011-4T hasta 2012-3T;64,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2011-3T hasta 2012-2T;63,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2011-2T hasta 2012-1T;61,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Tipo de jornada: Tiempo parcial;De 2011-1T hasta 2011-4T;59,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2025-1T hasta 2025-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-4T hasta 2025-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-3T hasta 2025-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-2T hasta 2025-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-1T hasta 2024-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-4T hasta 2024-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-3T hasta 2024-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-2T hasta 2024-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-1T hasta 2023-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-4T hasta 2023-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-3T hasta 2023-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-2T hasta 2023-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-1T hasta 2022-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-4T hasta 2022-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-3T hasta 2022-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-2T hasta 2022-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-1T hasta 2021-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-4T hasta 2021-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-3T hasta 2021-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-2T hasta 2021-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-1T hasta 2020-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-4T hasta 2020-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-3T hasta 2020-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-2T hasta 2020-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-1T hasta 2019-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-4T hasta 2019-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-3T hasta 2019-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-2T hasta 2019-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-1T hasta 2018-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-4T hasta 2018-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-3T hasta 2018-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-2T hasta 2018-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-1T hasta 2017-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-4T hasta 2017-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-3T hasta 2017-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-2T hasta 2017-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-1T hasta 2016-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-4T hasta 2016-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-3T hasta 2016-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-2T hasta 2016-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-1T hasta 2015-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-4T hasta 2015-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-3T hasta 2015-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-2T hasta 2015-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-1T hasta 2014-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-4T hasta 2014-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-3T hasta 2014-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-2T hasta 2014-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-1T hasta 2013-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-4T hasta 2013-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-3T hasta 2013-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-2T hasta 2013-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-1T hasta 2012-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-4T hasta 2012-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-3T hasta 2012-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-2T hasta 2012-1T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-1T hasta 2011-4T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2025-1T hasta 2025-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2024-4T hasta 2025-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2024-3T hasta 2025-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2024-2T hasta 2025-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2024-1T hasta 2024-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2023-4T hasta 2024-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2023-3T hasta 2024-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2023-2T hasta 2024-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2023-1T hasta 2023-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2022-4T hasta 2023-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2022-3T hasta 2023-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2022-2T hasta 2023-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2022-1T hasta 2022-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2021-4T hasta 2022-3T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2021-3T hasta 2022-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2021-2T hasta 2022-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2021-1T hasta 2021-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2020-4T hasta 2021-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2020-3T hasta 2021-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2020-2T hasta 2021-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2020-1T hasta 2020-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2019-4T hasta 2020-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2019-3T hasta 2020-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2019-2T hasta 2020-1T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2019-1T hasta 2019-4T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2018-4T hasta 2019-3T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2018-3T hasta 2019-2T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2018-2T hasta 2019-1T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2018-1T hasta 2018-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2017-4T hasta 2018-3T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2017-3T hasta 2018-2T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2017-2T hasta 2018-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2017-1T hasta 2017-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2016-4T hasta 2017-3T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2016-3T hasta 2017-2T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2016-2T hasta 2017-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2016-1T hasta 2016-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2015-4T hasta 2016-3T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2015-3T hasta 2016-2T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2015-2T hasta 2016-1T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2015-1T hasta 2015-4T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2014-4T hasta 2015-3T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2014-3T hasta 2015-2T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2014-2T hasta 2015-1T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2014-1T hasta 2014-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2013-4T hasta 2014-3T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2013-3T hasta 2014-2T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2013-2T hasta 2014-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2013-1T hasta 2013-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2012-4T hasta 2013-3T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2012-3T hasta 2013-2T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2012-2T hasta 2013-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2012-1T hasta 2012-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2011-4T hasta 2012-3T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2011-3T hasta 2012-2T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2011-2T hasta 2012-1T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: No asalariados;De 2011-1T hasta 2011-4T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2025-1T hasta 2025-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2024-4T hasta 2025-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2024-3T hasta 2025-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2024-2T hasta 2025-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2024-1T hasta 2024-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2023-4T hasta 2024-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2023-3T hasta 2024-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2023-2T hasta 2024-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2023-1T hasta 2023-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2022-4T hasta 2023-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2022-3T hasta 2023-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2022-2T hasta 2023-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2022-1T hasta 2022-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2021-4T hasta 2022-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2021-3T hasta 2022-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2021-2T hasta 2022-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2021-1T hasta 2021-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2020-4T hasta 2021-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2020-3T hasta 2021-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2020-2T hasta 2021-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2020-1T hasta 2020-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2019-4T hasta 2020-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2019-3T hasta 2020-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2019-2T hasta 2020-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2019-1T hasta 2019-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2018-4T hasta 2019-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2018-3T hasta 2019-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2018-2T hasta 2019-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2018-1T hasta 2018-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2017-4T hasta 2018-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2017-3T hasta 2018-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2017-2T hasta 2018-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2017-1T hasta 2017-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2016-4T hasta 2017-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2016-3T hasta 2017-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2016-2T hasta 2017-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2016-1T hasta 2016-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2015-4T hasta 2016-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2015-3T hasta 2016-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2015-2T hasta 2016-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2015-1T hasta 2015-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2014-4T hasta 2015-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2014-3T hasta 2015-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2014-2T hasta 2015-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2014-1T hasta 2014-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2013-4T hasta 2014-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2013-3T hasta 2014-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2013-2T hasta 2014-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2013-1T hasta 2013-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2012-4T hasta 2013-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2012-3T hasta 2013-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2012-2T hasta 2013-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2012-1T hasta 2012-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2011-4T hasta 2012-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2011-3T hasta 2012-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2011-2T hasta 2012-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados total;De 2011-1T hasta 2011-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2025-1T hasta 2025-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2024-4T hasta 2025-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2024-3T hasta 2025-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2024-2T hasta 2025-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2024-1T hasta 2024-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2023-4T hasta 2024-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2023-3T hasta 2024-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2023-2T hasta 2024-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2023-1T hasta 2023-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2022-4T hasta 2023-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2022-3T hasta 2023-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2022-2T hasta 2023-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2022-1T hasta 2022-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2021-4T hasta 2022-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2021-3T hasta 2022-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2021-2T hasta 2022-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2021-1T hasta 2021-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2020-4T hasta 2021-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Situación profesional: Asalariados: Contrato indefinido;De 2020-3T hasta 2021-2T;0,9
