indicador,situacion_jornada,sexo,periodo,valor
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2024,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2023,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2022,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2021,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2020,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2019,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2018,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2017,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2016,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2015,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2014,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2013,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2012,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Total,2011,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2025,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2024,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2023,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2022,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2021,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2020,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2019,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2018,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2025,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2024,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2023,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2022,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2021,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2020,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2019,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2018,100.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,TOTAL,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2025,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2024,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2023,15.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2022,15.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2021,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2020,16.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2019,15.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2018,16.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2017,16.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2016,17.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2015,17.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2014,17.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2013,17.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2012,17.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Total,2011,16.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2025,17.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2024,17.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2023,18.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2022,18.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2021,19.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2020,19.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2019,19.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2018,19.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2025,11.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2024,11.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2023,11.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2022,11.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2021,11.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2020,12.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2019,11.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2018,11.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: No asalariados,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2025,85.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2024,85.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2023,84.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2022,84.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2021,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2020,83.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2019,84.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2018,84.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2017,83.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2016,83.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2015,82.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2014,82.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2013,82.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2012,82.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Total,2011,83.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2025,82.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2024,82.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2023,81.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2022,81.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2021,80.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2020,80.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2019,80.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2018,80.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2025,88.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2024,88.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2023,88.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2022,88.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2021,88.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2020,87.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2019,88.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2018,88.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados total,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2025,72.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2024,71.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2023,70.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2022,66.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2021,62.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2020,63.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2019,62.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2018,61.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2017,61.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2016,61.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2015,61.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2014,62.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2013,63.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2012,63.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Total,2011,62.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2025,71.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2024,71.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2023,69.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2022,65.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2021,61.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2020,62.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2019,60.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2018,59.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2025,73.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2024,72.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2023,71.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2022,67.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2021,63.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2020,65.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2019,64.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2018,63.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2025,13.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2024,13.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2023,14.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2022,18.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2021,21.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2020,20.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2019,22.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2018,22.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2017,22.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2016,21.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2015,20.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2014,19.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2013,19.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2012,19.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Total,2011,21.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2025,10.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2024,11.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2023,12.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2022,15.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2021,18.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2020,18.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2019,20.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2018,20.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Hombres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2025,15.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2024,16.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2023,17.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2022,21.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2021,24.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2020,22.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2019,24.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2018,24.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2017,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2016,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2015,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2014,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2013,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2012,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,Mujeres,2011,
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2025,86.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2024,86.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2023,86.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2022,86.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,Total,2021,86.1
