indicador,situacion_jornada,sexo,periodo,valor
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2025,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2024,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2023,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2022,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2021,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2020,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2019,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2018,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2025,2.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2024,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2023,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2022,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2021,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2020,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2019,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2018,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2017,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2016,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2015,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2014,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2013,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2012,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Total,2011,1.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2025,3.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2024,3.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2023,2.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2022,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2021,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2020,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2019,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2018,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2025,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2024,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2023,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2022,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2021,1.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2020,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2019,1.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2018,1.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2025,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2024,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2023,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2022,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2021,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2020,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2019,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2018,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2017,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2016,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2015,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2014,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2013,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2012,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Total,2011,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2025,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2024,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2023,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2022,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2021,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2020,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2019,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2018,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2025,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2024,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2023,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2022,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2021,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2020,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2019,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2018,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo completo,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2025,4.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2024,3.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2023,3.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2022,3.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2021,3.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2020,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2019,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2018,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2017,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2016,3.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2015,2.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2014,3.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2013,2.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2012,2.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Total,2011,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2025,7.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2024,7.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2023,7.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2022,6.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2021,6.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2020,6.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2019,6.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2018,6.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2025,2.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2024,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2023,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2022,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2021,2.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2020,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2019,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2018,2.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Tipo de jornada: Tiempo parcial,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2025,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2024,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2023,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2022,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2021,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2020,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2019,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2018,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2017,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2016,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2015,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2014,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2013,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2012,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Total,2011,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2025,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2024,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2023,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2022,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2021,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2020,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2019,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2018,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2025,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2024,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2023,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2022,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2021,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2020,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2019,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2018,100.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,TOTAL,Mujeres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2025,14.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2024,14.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2023,14.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2022,18.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2021,15.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2020,15.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2019,11.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2018,10.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2017,11.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2016,11.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2015,10.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2014,10.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2013,13.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2012,12.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Total,2011,11.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2025,14.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2024,15.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2023,15.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2022,19.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2021,19.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2020,18.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2019,13.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2018,11.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2017,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2016,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2015,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2014,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2013,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2012,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Hombres,2011,
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2025,13.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2024,11.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2023,13.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,Mujeres,2022,16.8
