indicador,situacion_jornada,periodo,valor
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2025-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2025-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2024-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2024-3T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2024-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2024-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2023-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2023-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2023-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2023-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2022-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2022-3T,1.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2022-2T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2022-1T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2021-4T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2021-3T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2021-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2021-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2020-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2020-3T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2020-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2020-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2019-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2019-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2019-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2019-1T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2018-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2018-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2018-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2018-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2017-4T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2017-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2017-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2017-1T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2016-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2016-3T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2016-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2016-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2015-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2015-3T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2015-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2015-1T,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2014-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2014-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2014-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2014-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2013-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2013-3T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2013-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2013-1T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2012-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2012-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2012-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2012-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2011-4T,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2011-3T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2011-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: No asalariados,2011-1T,0.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2025-4T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2025-3T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2025-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2025-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2024-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2024-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2024-2T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2024-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2023-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2023-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2023-2T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2023-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2022-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2022-3T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2022-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2022-1T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2021-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2021-3T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2021-2T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2021-1T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2020-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2020-3T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2020-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2020-1T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2019-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2019-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2019-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2019-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2018-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2018-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2018-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2018-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2017-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2017-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2017-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2017-1T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2016-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2016-3T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2016-2T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2016-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2015-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2015-3T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2015-2T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2015-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2014-4T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2014-3T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2014-2T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2014-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2013-4T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2013-3T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2013-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2013-1T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2012-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2012-3T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2012-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2012-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2011-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2011-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2011-2T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados total,2011-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2025-4T,1.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2025-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2025-2T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2025-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2024-4T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2024-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2024-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2024-1T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2023-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2023-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2023-2T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2023-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2022-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2022-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2022-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2022-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2021-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2021-3T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2021-2T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2021-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2020-4T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2020-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2020-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2020-1T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2019-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2019-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2019-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2019-1T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2018-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2018-3T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2018-2T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2018-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2017-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2017-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2017-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2017-1T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2016-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2016-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2016-2T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2016-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2015-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2015-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2015-2T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2015-1T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2014-4T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2014-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2014-2T,0.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2014-1T,1.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2013-4T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2013-3T,0.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2013-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2013-1T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2012-4T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2012-3T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2012-2T,0.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2012-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2011-4T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2011-3T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2011-2T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato indefinido,2011-1T,0.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2025-4T,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2025-3T,3.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2025-2T,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2025-1T,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2024-4T,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2024-3T,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2024-2T,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2024-1T,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2023-4T,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2023-3T,2.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2023-2T,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2023-1T,2.5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2022-4T,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2022-3T,2.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2022-2T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2022-1T,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2021-4T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2021-3T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2021-2T,1.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2021-1T,1.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2020-4T,1.3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2020-3T,1.6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2020-2T,1.4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2020-1T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2019-4T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2019-3T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2019-2T,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2019-1T,2.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2018-4T,2.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2018-3T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2018-2T,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2018-1T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2017-4T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2017-3T,2.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2017-2T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2017-1T,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2016-4T,1.7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2016-3T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2016-2T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2016-1T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2015-4T,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2015-3T,1.8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2015-2T,1.9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2015-1T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2014-4T,2.0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2014-3T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2014-2T,2.2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2014-1T,2.1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo,Situación profesional: Asalariados: Contrato temporal,2013-4T,1.7
