indicador,situacion_jornada,periodo,valor
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2025-1T,72.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2024-4T,71.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2024-3T,71.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2024-2T,71.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2024-1T,71.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2023-4T,70.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2023-3T,70.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2023-2T,69.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2023-1T,69.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2022-4T,69.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2022-3T,67.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2022-2T,65.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2022-1T,63.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2021-4T,62.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2021-3T,62.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2021-2T,62.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2021-1T,63.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2020-4T,63.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2020-3T,63.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2020-2T,64.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2020-1T,63.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2019-4T,62.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2019-3T,62.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2019-2T,62.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2019-1T,62.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2018-4T,61.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2018-3T,61.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2018-2T,61.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2018-1T,61.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2017-4T,61.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2017-3T,60.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2017-2T,61.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2017-1T,61.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2016-4T,61.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2016-3T,60.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2016-2T,61.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2016-1T,62.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2015-4T,61.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2015-3T,61.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2015-2T,61.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2015-1T,63.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2014-4T,62.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2014-3T,62.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2014-2T,62.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2014-1T,63.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2013-4T,62.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2013-3T,62.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2013-2T,63.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2013-1T,64.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2012-4T,63.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2012-3T,62.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2012-2T,63.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2012-1T,63.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2011-4T,62.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2011-3T,62.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2011-2T,62.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato indefinido,2011-1T,62.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2025-4T,12.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2025-3T,13.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2025-2T,13.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2025-1T,12.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2024-4T,13.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2024-3T,14.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2024-2T,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2024-1T,13.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2023-4T,14.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2023-3T,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2023-2T,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2023-1T,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2022-4T,15.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2022-3T,17.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2022-2T,19.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2022-1T,20.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2021-4T,21.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2021-3T,22.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2021-2T,21.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2021-1T,20.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2020-4T,20.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2020-3T,20.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2020-2T,18.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2020-1T,21.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2019-4T,22.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2019-3T,22.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2019-2T,22.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2019-1T,21.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2018-4T,22.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2018-3T,23.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2018-2T,22.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2018-1T,21.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2017-4T,22.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2017-3T,22.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2017-2T,22.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2017-1T,21.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2016-4T,22.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2016-3T,22.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2016-2T,21.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2016-1T,20.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2015-4T,21.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2015-3T,21.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2015-2T,20.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2015-1T,19.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2014-4T,20.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2014-3T,20.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2014-2T,19.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2014-1T,19.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2013-4T,19.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2013-3T,19.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2013-2T,18.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2013-1T,18.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2012-4T,18.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2012-3T,19.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2012-2T,19.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2012-1T,19.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2011-4T,20.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2011-3T,21.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2011-2T,21.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Situación profesional: Asalariados: Contrato temporal,2011-1T,20.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2025-4T,86.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2025-3T,87.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2025-2T,86.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2025-1T,85.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2024-4T,86.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2024-3T,87.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2024-2T,86.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2024-1T,86.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2023-4T,86.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2023-3T,87.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2023-2T,86.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2023-1T,86.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2022-4T,86.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2022-3T,87.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2022-2T,86.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2022-1T,86.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2021-4T,86.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2021-3T,86.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2021-2T,85.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2021-1T,85.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2020-4T,85.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2020-3T,86.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2020-2T,86.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2020-1T,85.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2019-4T,85.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2019-3T,86.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2019-2T,85.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2019-1T,85.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2018-4T,85.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2018-3T,86.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2018-2T,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2018-1T,85.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2017-4T,85.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2017-3T,85.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2017-2T,84.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2017-1T,84.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2016-4T,84.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2016-3T,85.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2016-2T,84.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2016-1T,84.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2015-4T,84.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2015-3T,84.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2015-2T,84.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2015-1T,83.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2014-4T,83.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2014-3T,85.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2014-2T,83.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2014-1T,83.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2013-4T,83.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2013-3T,84.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2013-2T,83.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2013-1T,84.2
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2012-4T,84.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2012-3T,85.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2012-2T,85.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2012-1T,85.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2011-4T,86.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2011-3T,87.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2011-2T,86.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo completo,2011-1T,86.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2025-4T,13.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2025-3T,12.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2025-2T,13.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2025-1T,14.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2024-4T,14.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2024-3T,12.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2024-2T,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2024-1T,13.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2023-4T,13.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2023-3T,12.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2023-2T,13.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2023-1T,13.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2022-4T,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2022-3T,12.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2022-2T,13.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2022-1T,14.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2021-4T,13.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2021-3T,13.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2021-2T,14.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2021-1T,14.1
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2020-4T,14.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2020-3T,13.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2020-2T,13.4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2020-1T,14.5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2019-4T,14.7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2019-3T,14.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2019-2T,14.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2019-1T,14.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2018-4T,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2018-3T,13.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2018-2T,15.0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2018-1T,14.9
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2017-4T,14.8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2017-3T,14.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2017-2T,15.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2017-1T,15.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2016-4T,15.3
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2016-3T,14.6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL,Tipo de jornada: Tiempo parcial,2016-2T,15.3
